int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	string	string	string	string	int	int
60574	混沌强化	65565	10	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60575	混沌强化	65565	11	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60576	混沌强化	65565	12	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60577	混沌强化	65565	13	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60578	混沌强化	65565	14	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60579	混沌强化	65565	15	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60580	混沌强化	65565	16	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60581	混沌强化	65565	17	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60582	混沌强化	65565	18	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60583	混沌强化	65565	19	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60584	混沌强化	65565	20	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60585	混沌强化	65565	21	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60586	混沌强化	65565	22	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60587	混沌强化	65565	23	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60588	混沌强化	65565	24	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60589	混沌强化	65565	25	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60605	炽焰燃放	65605	1	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60606	炽焰燃放	65605	2	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60607	炽焰燃放	65605	3	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60608	炽焰燃放	65605	4	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60609	炽焰燃放	65605	5	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60610	炽焰燃放	65605	6	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60611	炽焰燃放	65605	7	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60612	炽焰燃放	65605	8	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60613	炽焰燃放	65605	9	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60614	炽焰燃放	65605	10	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60615	炽焰燃放	65605	11	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60616	炽焰燃放	65605	12	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60617	炽焰燃放	65605	13	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60618	炽焰燃放	65605	14	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60619	炽焰燃放	65605	15	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60620	炽焰燃放	65605	16	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60621	炽焰燃放	65605	17	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60622	炽焰燃放	65605	18	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60623	炽焰燃放	65605	19	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60624	炽焰燃放	65605	20	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60625	炽焰燃放	65605	21	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60626	炽焰燃放	65605	22	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60627	炽焰燃放	65605	23	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60628	炽焰燃放	65605	24	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60629	炽焰燃放	65605	25	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65605	-	提高麒麟佑身的吸收伤害20%	提高麒麟佑身的吸收伤害20%	被动技能	0	0
60635	炽焰灼烧	65635	1	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60636	炽焰灼烧	65635	2	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60637	炽焰灼烧	65635	3	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60638	炽焰灼烧	65635	4	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60639	炽焰灼烧	65635	5	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60640	炽焰灼烧	65635	6	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60641	炽焰灼烧	65635	7	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60642	炽焰灼烧	65635	8	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60643	炽焰灼烧	65635	9	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60644	炽焰灼烧	65635	10	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60645	炽焰灼烧	65635	11	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60646	炽焰灼烧	65635	12	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60647	炽焰灼烧	65635	13	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60648	炽焰灼烧	65635	14	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60649	炽焰灼烧	65635	15	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60650	炽焰灼烧	65635	16	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60651	炽焰灼烧	65635	17	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60652	炽焰灼烧	65635	18	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60653	炽焰灼烧	65635	19	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60654	炽焰灼烧	65635	20	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60655	炽焰灼烧	65635	21	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
60656	炽焰灼烧	65635	22	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65635	-	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	在麒麟佑身状态下，被敌人攻击时，敌人额外受到 穿戴珍品装备数6.5% 的技能伤害	被动技能	0	0
