int	int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	string	int	string	string	int 	int 	int 	int 	string	int	int	int	int	int[]	string
30326	3	风云华绔	106	6	0	1	20	1	1	0	1	0	0	15	0	1032	0	6	977	0	0	8	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系3阶0星紫色下装	<%>	0	298	105	0	EquipPanel	3	1	0	0		
30327	3	风云丝履	107	7	0	1	20	1	1	0	1	0	0	15	0	1012	0	6	651	0	0	8	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系3阶0星紫色鞋履	<%>	0	272	95	0	EquipPanel	3	1	0	0		
30331	3	风云飞剑	101	1	0	1	20	1	1	0	1	0	0	15	0	1316	0	67	220	0	0	68	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系3阶1星紫色武器	<%>	0	298	105	0	EquipPanel	3	1	0	0		
30332	3	风云剑鞘	102	2	0	1	20	1	1	0	1	0	0	15	0	1284	0	67	146	0	0	68	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系3阶1星紫色副手	<%>	0	272	95	0	EquipPanel	3	1	0	0		
30333	3	风云天冠	103	3	0	1	20	1	1	0	1	0	0	15	0	1024	0	6	814	0	0	8	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系3阶1星紫色帽子	<%>	0	285	100	0	EquipPanel	3	1	0	0		
30334	3	风云玄衣	104	4	0	1	20	1	1	0	1	0	0	15	0	1044	0	6	1099	0	0	8	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系3阶1星紫色衣袍	<%>	0	311	110	0	EquipPanel	3	1	0	0		
30335	3	风云束腰	105	5	0	1	20	1	1	0	1	0	0	15	0	728	0	6	529	0	0	8	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系3阶1星紫色腰带	<%>	0	259	90	0	EquipPanel	3	1	0	0		
30336	3	风云华绔	106	6	0	1	20	1	1	0	1	0	0	15	0	1032	0	6	977	0	0	8	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系3阶1星紫色下装	<%>	0	298	105	0	EquipPanel	3	1	0	0		
30337	3	风云丝履	107	7	0	1	20	1	1	0	1	0	0	15	0	1012	0	6	651	0	0	8	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系3阶1星紫色鞋履	<%>	0	272	95	0	EquipPanel	3	1	0	0		
30341	3	风云飞剑	101	1	0	1	20	1	1	0	1	0	0	268	0	3616	0	67	276	0	0	68	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系3阶1星橙色武器	<%>	0	308	109	0	EquipPanel	3	1	0	0		
30342	3	风云剑鞘	102	2	0	1	20	1	1	0	1	0	0	268	0	3568	0	67	184	0	0	68	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系3阶1星橙色副手	<%>	0	282	99	0	EquipPanel	3	1	0	0		
30343	3	风云天冠	103	3	0	1	20	1	1	0	1	0	0	268	0	2840	0	6	1227	0	0	8	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系3阶1星橙色帽子	<%>	0	295	104	0	EquipPanel	3	1	0	0		
30344	3	风云玄衣	104	4	0	1	20	1	1	0	1	0	0	268	0	2880	0	6	1656	0	0	8	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系3阶1星橙色衣袍	<%>	0	321	114	0	EquipPanel	3	1	0	0		
30345	3	风云束腰	105	5	0	1	20	1	1	0	1	0	0	268	0	2104	0	6	797	0	0	8	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系3阶1星橙色腰带	<%>	0	269	94	0	EquipPanel	3	1	0	0		
30346	3	风云华绔	106	6	0	1	20	1	1	0	1	0	0	268	0	2864	0	6	1472	0	0	8	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系3阶1星橙色下装	<%>	0	308	109	0	EquipPanel	3	1	0	0		
30347	3	风云丝履	107	7	0	1	20	1	1	0	1	0	0	268	0	2824	0	6	981	0	0	8	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系3阶1星橙色鞋履	<%>	0	282	99	0	EquipPanel	3	1	0	0		
30351	3	风云飞剑	101	1	0	1	20	1	1	0	1	0	0	268	0	3616	0	67	276	0	0	68	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系3阶2星橙色武器	<%>	0	308	109	0	EquipPanel	3	1	0	0		
30352	3	风云剑鞘	102	2	0	1	20	1	1	0	1	0	0	268	0	3568	0	67	184	0	0	68	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系3阶2星橙色副手	<%>	0	282	99	0	EquipPanel	3	1	0	0		
30353	3	风云天冠	103	3	0	1	20	1	1	0	1	0	0	268	0	2840	0	6	1227	0	0	8	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系3阶2星橙色帽子	<%>	0	295	104	0	EquipPanel	3	1	0	0		
30354	3	风云玄衣	104	4	0	1	20	1	1	0	1	0	0	268	0	2880	0	6	1656	0	0	8	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系3阶2星橙色衣袍	<%>	0	321	114	0	EquipPanel	3	1	0	0		
30355	3	风云束腰	105	5	0	1	20	1	1	0	1	0	0	268	0	2104	0	6	797	0	0	8	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系3阶2星橙色腰带	<%>	0	269	94	0	EquipPanel	3	1	0	0		
30356	3	风云华绔	106	6	0	1	20	1	1	0	1	0	0	268	0	2864	0	6	1472	0	0	8	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系3阶2星橙色下装	<%>	0	308	109	0	EquipPanel	3	1	0	0		
30357	3	风云丝履	107	7	0	1	20	1	1	0	1	0	0	268	0	2824	0	6	981	0	0	8	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系3阶2星橙色鞋履	<%>	0	282	99	0	EquipPanel	3	1	0	0		
30361	3	风云飞剑	101	1	0	1	20	1	1	0	1	0	0	1340	0	9600	0	67	482	0	0	68	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系3阶1星红色武器	<%>	0	308	109	0	EquipPanel	3	1	0	0		
30362	3	风云剑鞘	102	2	0	1	20	1	1	0	1	0	0	1340	0	9488	0	67	321	0	0	68	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系3阶1星红色副手	<%>	0	282	99	0	EquipPanel	3	1	0	0		
30363	3	风云天冠	103	3	0	1	20	1	1	0	1	0	0	1340	0	7568	0	6	2682	0	0	8	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系3阶1星红色帽子	<%>	0	295	104	0	EquipPanel	3	1	0	0		
30364	3	风云玄衣	104	4	0	1	20	1	1	0	1	0	0	1340	0	7648	0	6	3620	0	0	8	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系3阶1星红色衣袍	<%>	0	321	114	0	EquipPanel	3	1	0	0		
30365	3	风云束腰	105	5	0	1	20	1	1	0	1	0	0	1340	0	5792	0	6	1743	0	0	8	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系3阶1星红色腰带	<%>	0	269	94	0	EquipPanel	3	1	0	0		
30366	3	风云华绔	106	6	0	1	20	1	1	0	1	0	0	1340	0	7616	0	6	3218	0	0	8	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系3阶1星红色下装	<%>	0	308	109	0	EquipPanel	3	1	0	0		
30367	3	风云丝履	107	7	0	1	20	1	1	0	1	0	0	1340	0	7536	0	6	2145	0	0	8	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系3阶1星红色鞋履	<%>	0	282	99	0	EquipPanel	3	1	0	0		
30371	3	风云飞剑	101	1	0	1	20	1	1	0	1	0	0	1340	0	9600	0	67	482	0	0	68	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系3阶2星红色武器	<%>	0	308	109	0	EquipPanel	3	1	0	0		
30372	3	风云剑鞘	102	2	0	1	20	1	1	0	1	0	0	1340	0	9488	0	67	321	0	0	68	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系3阶2星红色副手	<%>	0	282	99	0	EquipPanel	3	1	0	0		
30373	3	风云天冠	103	3	0	1	20	1	1	0	1	0	0	1340	0	7568	0	6	2682	0	0	8	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系3阶2星红色帽子	<%>	0	295	104	0	EquipPanel	3	1	0	0		
30374	3	风云玄衣	104	4	0	1	20	1	1	0	1	0	0	1340	0	7648	0	6	3620	0	0	8	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系3阶2星红色衣袍	<%>	0	321	114	0	EquipPanel	3	1	0	0		
30375	3	风云束腰	105	5	0	1	20	1	1	0	1	0	0	1340	0	5792	0	6	1743	0	0	8	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系3阶2星红色腰带	<%>	0	269	94	0	EquipPanel	3	1	0	0		
30376	3	风云华绔	106	6	0	1	20	1	1	0	1	0	0	1340	0	7616	0	6	3218	0	0	8	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系3阶2星红色下装	<%>	0	308	109	0	EquipPanel	3	1	0	0		
30377	3	风云丝履	107	7	0	1	20	1	1	0	1	0	0	1340	0	7536	0	6	2145	0	0	8	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系3阶2星红色鞋履	<%>	0	282	99	0	EquipPanel	3	1	0	0		
30401	4	天极飞剑	101	1	0	1	90	1	1	0	1	0	0	5	0	228	0	67	154	0	0	68	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系4阶0星白色武器	<%>	0	349	127	0	EquipPanel	3	0	0	0		
30402	4	天极剑鞘	102	2	0	1	90	1	1	0	1	0	0	5	0	218	0	67	102	0	0	68	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系4阶0星白色副手	<%>	0	336	120	0	EquipPanel	3	0	0	0		
30403	4	天极天冠	103	3	0	1	90	1	1	0	1	0	0	5	0	176	0	6	396	0	0	8	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系4阶0星白色帽子	<%>	0	341	123	0	EquipPanel	3	0	0	0		
30404	4	天极玄衣	104	4	0	1	90	1	1	0	1	0	0	5	0	182	0	6	535	0	0	8	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系4阶0星白色衣袍	<%>	0	356	130	0	EquipPanel	3	0	0	0		
30405	4	天极束腰	105	5	0	1	90	1	1	0	1	0	0	5	0	169	0	6	257	0	0	8	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系4阶0星白色腰带	<%>	0	327	117	0	EquipPanel	3	0	0	0		
30406	4	天极华绔	106	6	0	1	90	1	1	0	1	0	0	5	0	179	0	6	475	0	0	8	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系4阶0星白色下装	<%>	0	349	127	0	EquipPanel	3	0	0	0		
30407	4	天极丝履	107	7	0	1	90	1	1	0	1	0	0	5	0	173	0	6	317	0	0	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系4阶0星白色鞋履	<%>	0	336	120	0	EquipPanel	3	0	0	0		
30411	4	天极飞剑	101	1	0	1	90	1	1	0	1	0	0	5	0	658	0	67	192	0	0	68	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系4阶0星蓝色武器	<%>	0	394	149	0	EquipPanel	3	0	0	0		
30412	4	天极剑鞘	102	2	0	1	90	1	1	0	1	0	0	5	0	642	0	67	128	0	0	68	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系4阶0星蓝色副手	<%>	0	361	133	0	EquipPanel	3	0	0	0		
30413	4	天极天冠	103	3	0	1	90	1	1	0	1	0	0	5	0	512	0	6	590	0	0	8	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系4阶0星蓝色帽子	<%>	0	376	140	0	EquipPanel	3	0	0	0		
30414	4	天极玄衣	104	4	0	1	90	1	1	0	1	0	0	5	0	522	0	6	797	0	0	8	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系4阶0星蓝色衣袍	<%>	0	409	157	0	EquipPanel	3	0	0	0		
30415	4	天极束腰	105	5	0	1	90	1	1	0	1	0	0	5	0	364	0	6	384	0	0	8	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系4阶0星蓝色腰带	<%>	0	344	124	0	EquipPanel	3	0	0	0		
30416	4	天极华绔	106	6	0	1	90	1	1	0	1	0	0	5	0	516	0	6	709	0	0	8	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系4阶0星蓝色下装	<%>	0	394	149	0	EquipPanel	3	0	0	0		
30417	4	天极丝履	107	7	0	1	90	1	1	0	1	0	0	5	0	506	0	6	472	0	0	8	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系4阶0星蓝色鞋履	<%>	0	361	133	0	EquipPanel	3	0	0	0		
30421	4	天极飞剑	101	1	0	1	90	1	1	0	1	0	0	15	0	1808	0	67	335	0	0	68	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系4阶0星紫色武器	<%>	0	434	169	0	EquipPanel	3	1	0	0		
30422	4	天极剑鞘	102	2	0	1	90	1	1	0	1	0	0	15	0	1784	0	67	223	0	0	68	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系4阶0星紫色副手	<%>	0	381	143	0	EquipPanel	3	1	0	0		
30423	4	天极天冠	103	3	0	1	90	1	1	0	1	0	0	15	0	1420	0	6	1434	0	0	8	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系4阶0星紫色帽子	<%>	0	409	157	0	EquipPanel	3	1	0	0		
30424	4	天极玄衣	104	4	0	1	90	1	1	0	1	0	0	15	0	1440	0	6	1936	0	0	8	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系4阶0星紫色衣袍	<%>	0	461	183	0	EquipPanel	3	1	0	0		
30425	4	天极束腰	105	5	0	1	90	1	1	0	1	0	0	15	0	1052	0	6	932	0	0	8	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系4阶0星紫色腰带	<%>	0	356	130	0	EquipPanel	3	1	0	0		
30426	4	天极华绔	106	6	0	1	90	1	1	0	1	0	0	15	0	1432	0	6	1721	0	0	8	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系4阶0星紫色下装	<%>	0	434	169	0	EquipPanel	3	1	0	0		
30427	4	天极丝履	107	7	0	1	90	1	1	0	1	0	0	15	0	1412	0	6	1147	0	0	8	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系4阶0星紫色鞋履	<%>	0	381	143	0	EquipPanel	3	1	0	0		
30431	4	天极飞剑	101	1	0	1	90	1	1	0	1	0	0	15	0	1808	0	67	335	0	0	68	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系4阶1星紫色武器	<%>	0	434	169	0	EquipPanel	3	1	0	0		
30432	4	天极剑鞘	102	2	0	1	90	1	1	0	1	0	0	15	0	1784	0	67	223	0	0	68	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系4阶1星紫色副手	<%>	0	381	143	0	EquipPanel	3	1	0	0		
30433	4	天极天冠	103	3	0	1	90	1	1	0	1	0	0	15	0	1420	0	6	1434	0	0	8	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系4阶1星紫色帽子	<%>	0	409	157	0	EquipPanel	3	1	0	0		
30434	4	天极玄衣	104	4	0	1	90	1	1	0	1	0	0	15	0	1440	0	6	1936	0	0	8	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系4阶1星紫色衣袍	<%>	0	461	183	0	EquipPanel	3	1	0	0		
30435	4	天极束腰	105	5	0	1	90	1	1	0	1	0	0	15	0	1052	0	6	932	0	0	8	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系4阶1星紫色腰带	<%>	0	356	130	0	EquipPanel	3	1	0	0		
30436	4	天极华绔	106	6	0	1	90	1	1	0	1	0	0	15	0	1432	0	6	1721	0	0	8	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系4阶1星紫色下装	<%>	0	434	169	0	EquipPanel	3	1	0	0		
30437	4	天极丝履	107	7	0	1	90	1	1	0	1	0	0	15	0	1412	0	6	1147	0	0	8	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系4阶1星紫色鞋履	<%>	0	381	143	0	EquipPanel	3	1	0	0		
30441	4	天极飞剑	101	1	0	1	90	1	1	0	1	0	0	318	0	4800	0	67	421	0	0	68	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系4阶1星橙色武器	<%>	0	441	173	0	EquipPanel	3	1	0	0		
30442	4	天极剑鞘	102	2	0	1	90	1	1	0	1	0	0	318	0	4744	0	67	281	0	0	68	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系4阶1星橙色副手	<%>	0	389	147	0	EquipPanel	3	1	0	0		
30443	4	天极天冠	103	3	0	1	90	1	1	0	1	0	0	318	0	3784	0	6	2162	0	0	8	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	304	<%>	TB_FS_6_YD	0	剑系4阶1星橙色帽子	<%>	0	416	160	0	EquipPanel	3	1	0	0		
30444	4	天极玄衣	104	4	0	1	90	1	1	0	1	0	0	318	0	3824	0	6	2919	0	0	8	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	304	<%>	TB_FS_6_KZ	0	剑系4阶1星橙色衣袍	<%>	0	469	187	0	EquipPanel	3	1	0	0		
30445	4	天极束腰	105	5	0	1	90	1	1	0	1	0	0	318	0	2896	0	6	1405	0	0	8	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	304	<%>	TB_FS_6_XZ	0	剑系4阶1星橙色腰带	<%>	0	364	134	0	EquipPanel	3	1	0	0		
30446	4	天极华绔	106	6	0	1	90	1	1	0	1	0	0	318	0	3808	0	6	2594	0	0	8	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	304	<%>	TB_FS_6_WQ	0	剑系4阶1星橙色下装	<%>	0	441	173	0	EquipPanel	3	1	0	0		
30447	4	天极丝履	107	7	0	1	90	1	1	0	1	0	0	318	0	3768	0	6	1729	0	0	8	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	304	<%>	TB_FS_6_FS	0	剑系4阶1星橙色鞋履	<%>	0	389	147	0	EquipPanel	3	1	0	0		
30451	4	天极飞剑	101	1	0	1	90	1	1	0	1	0	0	318	0	4800	0	67	421	0	0	68	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系4阶2星橙色武器	<%>	0	441	173	0	EquipPanel	3	1	0	0		
30452	4	天极剑鞘	102	2	0	1	90	1	1	0	1	0	0	318	0	4744	0	67	281	0	0	68	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系4阶2星橙色副手	<%>	0	389	147	0	EquipPanel	3	1	0	0		
30453	4	天极天冠	103	3	0	1	90	1	1	0	1	0	0	318	0	3784	0	6	2162	0	0	8	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	304	<%>	TB_FS_6_YD	0	剑系4阶2星橙色帽子	<%>	0	416	160	0	EquipPanel	3	1	0	0		
30454	4	天极玄衣	104	4	0	1	90	1	1	0	1	0	0	318	0	3824	0	6	2919	0	0	8	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	304	<%>	TB_FS_6_KZ	0	剑系4阶2星橙色衣袍	<%>	0	469	187	0	EquipPanel	3	1	0	0		
30455	4	天极束腰	105	5	0	1	90	1	1	0	1	0	0	318	0	2896	0	6	1405	0	0	8	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	304	<%>	TB_FS_6_XZ	0	剑系4阶2星橙色腰带	<%>	0	364	134	0	EquipPanel	3	1	0	0		
30456	4	天极华绔	106	6	0	1	90	1	1	0	1	0	0	318	0	3808	0	6	2594	0	0	8	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	304	<%>	TB_FS_6_WQ	0	剑系4阶2星橙色下装	<%>	0	441	173	0	EquipPanel	3	1	0	0		
30457	4	天极丝履	107	7	0	1	90	1	1	0	1	0	0	318	0	3768	0	6	1729	0	0	8	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	2	0	0	0	0	0	0	0	0	304	<%>	TB_FS_6_FS	0	剑系4阶2星橙色鞋履	<%>	0	389	147	0	EquipPanel	3	1	0	0		
30461	4	天极飞剑	101	1	0	1	90	1	1	0	1	0	0	1590	0	12384	0	67	706	0	0	68	1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系4阶1星红色武器	<%>	0	441	173	0	EquipPanel	3	1	0	0		
30462	4	天极剑鞘	102	2	0	1	90	1	1	0	1	0	0	1590	0	12256	0	67	470	0	0	68	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系4阶1星红色副手	<%>	0	389	147	0	EquipPanel	3	1	0	0		
